,artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,playlist
35,ATB,Your Love (9PM),0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,audio_features,5YaskwnGDZFDRipaqzbwQx,spotify:track:5YaskwnGDZFDRipaqzbwQx,https://api.spotify.com/v1/tracks/5YaskwnGDZFDRipaqzbwQx,https://api.spotify.com/v1/audio-analysis/5YaskwnGDZFDRipaqzbwQx,150053,4,sarah
36,Purity Ring,begin again - HEALTH Remix,0.577,0.521,2,-8.185,1,0.0362,0.00306,0.0521,0.0875,0.0543,100.007,audio_features,1tSZL8hRpFVMa4eKOs3f7Z,spotify:track:1tSZL8hRpFVMa4eKOs3f7Z,https://api.spotify.com/v1/tracks/1tSZL8hRpFVMa4eKOs3f7Z,https://api.spotify.com/v1/audio-analysis/1tSZL8hRpFVMa4eKOs3f7Z,257277,4,sarah
37,WizKid,Essence (feat. Justin Bieber & Tems),0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999,audio_features,1mSdbey7RstGLY2udgXv74,spotify:track:1mSdbey7RstGLY2udgXv74,https://api.spotify.com/v1/tracks/1mSdbey7RstGLY2udgXv74,https://api.spotify.com/v1/audio-analysis/1mSdbey7RstGLY2udgXv74,263289,4,sarah
38,Koffee,Toast,0.906,0.638,10,-7.917,0,0.256,0.0342,1.7e-05,0.0725,0.789,99.959,audio_features,3VEpRXloN4rbzNRPSQzZFW,spotify:track:3VEpRXloN4rbzNRPSQzZFW,https://api.spotify.com/v1/tracks/3VEpRXloN4rbzNRPSQzZFW,https://api.spotify.com/v1/audio-analysis/3VEpRXloN4rbzNRPSQzZFW,191502,4,sarah
39,SAINt JHN,I Can Fvcking Tell,0.689,0.38,10,-8.491,1,0.0324,0.72,1.62e-06,0.153,0.234,97.991,audio_features,3vkJQv4A2LPtVQYJbWhIQ0,spotify:track:3vkJQv4A2LPtVQYJbWhIQ0,https://api.spotify.com/v1/tracks/3vkJQv4A2LPtVQYJbWhIQ0,https://api.spotify.com/v1/audio-analysis/3vkJQv4A2LPtVQYJbWhIQ0,203919,4,sarah
40,Juice WRLD,Lucid Dreams,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,4,sarah
41,Nebezao,Smash,0.765,0.915,11,-3.176,1,0.094,0.0141,0.212,0.512,0.47,117.019,audio_features,0VLxbNBLN4qQW8esgArA0p,spotify:track:0VLxbNBLN4qQW8esgArA0p,https://api.spotify.com/v1/tracks/0VLxbNBLN4qQW8esgArA0p,https://api.spotify.com/v1/audio-analysis/0VLxbNBLN4qQW8esgArA0p,220108,4,sarah
42,MAX BARSKIH,BESTSELLER,0.677,0.885,9,-6.313,0,0.0781,0.0483,0,0.302,0.207,118.071,audio_features,6rnmvTLg2KnF0rZUCgRWHH,spotify:track:6rnmvTLg2KnF0rZUCgRWHH,https://api.spotify.com/v1/tracks/6rnmvTLg2KnF0rZUCgRWHH,https://api.spotify.com/v1/audio-analysis/6rnmvTLg2KnF0rZUCgRWHH,223220,4,sarah
43,JVCK JAMES,4AM,0.597,0.59,6,-7.599,1,0.129,0.431,0.00162,0.111,0.495,91.01,audio_features,5wfB2LxNDCW60gdcvGGfid,spotify:track:5wfB2LxNDCW60gdcvGGfid,https://api.spotify.com/v1/tracks/5wfB2LxNDCW60gdcvGGfid,https://api.spotify.com/v1/audio-analysis/5wfB2LxNDCW60gdcvGGfid,209502,4,sarah
44,Bazzi,I.F.L.Y.,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,audio_features,4a6q8CR2hzLk2plDkSxkfD,spotify:track:4a6q8CR2hzLk2plDkSxkfD,https://api.spotify.com/v1/tracks/4a6q8CR2hzLk2plDkSxkfD,https://api.spotify.com/v1/audio-analysis/4a6q8CR2hzLk2plDkSxkfD,165714,4,sarah
45,dj poolboi,don't be so hard on yourself,0.717,0.52,7,-9.393,1,0.0361,0.101,0.941,0.0732,0.178,100.009,audio_features,0j69d3zENO7ZVjplwetmQp,spotify:track:0j69d3zENO7ZVjplwetmQp,https://api.spotify.com/v1/tracks/0j69d3zENO7ZVjplwetmQp,https://api.spotify.com/v1/audio-analysis/0j69d3zENO7ZVjplwetmQp,145000,4,sarah
46,rum.gold,Call It What You Want,0.494,0.208,11,-14.595,0,0.0398,0.874,0.00094,0.0926,0.26,83.934,audio_features,4ZxL5Fi5K0nkyTmsbwPdsj,spotify:track:4ZxL5Fi5K0nkyTmsbwPdsj,https://api.spotify.com/v1/tracks/4ZxL5Fi5K0nkyTmsbwPdsj,https://api.spotify.com/v1/audio-analysis/4ZxL5Fi5K0nkyTmsbwPdsj,234905,4,sarah
47,The Blaze,Somewhere (feat. Octavian),0.48,0.417,1,-11.974,1,0.0482,0.273,0.127,0.111,0.0948,129.948,audio_features,1Tzq2as6CZlNfwRoYXM5JK,spotify:track:1Tzq2as6CZlNfwRoYXM5JK,https://api.spotify.com/v1/tracks/1Tzq2as6CZlNfwRoYXM5JK,https://api.spotify.com/v1/audio-analysis/1Tzq2as6CZlNfwRoYXM5JK,215147,4,sarah
48,Lauren Jauregui,50ft.,0.559,0.501,0,-7.049,1,0.315,0.78,4.1e-05,0.107,0.341,191.54,audio_features,1wiphSU5URcMkpMoGK5mFO,spotify:track:1wiphSU5URcMkpMoGK5mFO,https://api.spotify.com/v1/tracks/1wiphSU5URcMkpMoGK5mFO,https://api.spotify.com/v1/audio-analysis/1wiphSU5URcMkpMoGK5mFO,185911,4,sarah
49,Kanye West,Moon,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,audio_features,7CC6UbCs4iGsePSzFxYxNn,spotify:track:7CC6UbCs4iGsePSzFxYxNn,https://api.spotify.com/v1/tracks/7CC6UbCs4iGsePSzFxYxNn,https://api.spotify.com/v1/audio-analysis/7CC6UbCs4iGsePSzFxYxNn,156091,4,sarah
50,Kendrick Lamar,Swimming Pools (Drank),0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,audio_features,6REbwUNlppTfcnV4d4ZoZi,spotify:track:6REbwUNlppTfcnV4d4ZoZi,https://api.spotify.com/v1/tracks/6REbwUNlppTfcnV4d4ZoZi,https://api.spotify.com/v1/audio-analysis/6REbwUNlppTfcnV4d4ZoZi,247800,4,sarah
51,Snoop Dogg,Drop It Like It's Hot,0.888,0.632,1,-3.872,1,0.219,0.19,0,0.101,0.662,91.979,audio_features,2NBQmPrOEEjA8VbeWOQGxO,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067,4,sarah
52,Daniel Caesar,A Cappella,0.191,0.314,9,-10.949,0,0.0347,0.862,2.57e-06,0.171,0.121,70.03,audio_features,3XlzpaHje8MlpaGe8twgr7,spotify:track:3XlzpaHje8MlpaGe8twgr7,https://api.spotify.com/v1/tracks/3XlzpaHje8MlpaGe8twgr7,https://api.spotify.com/v1/audio-analysis/3XlzpaHje8MlpaGe8twgr7,88916,5,sarah
53,Duke Dumont,Ocean Drive,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,audio_features,0b6wdul3A5sQNpIOv03OxP,spotify:track:0b6wdul3A5sQNpIOv03OxP,https://api.spotify.com/v1/tracks/0b6wdul3A5sQNpIOv03OxP,https://api.spotify.com/v1/audio-analysis/0b6wdul3A5sQNpIOv03OxP,206320,4,sarah
54,RAYE,Love Me Again,0.716,0.511,5,-6.471,1,0.0479,0.283,0,0.0765,0.488,110.019,audio_features,4QbX1M5JblYzGTVwdZTgfb,spotify:track:4QbX1M5JblYzGTVwdZTgfb,https://api.spotify.com/v1/tracks/4QbX1M5JblYzGTVwdZTgfb,https://api.spotify.com/v1/audio-analysis/4QbX1M5JblYzGTVwdZTgfb,198133,4,sarah
55,Grimes,Flesh without Blood,0.481,0.965,8,-2.993,1,0.0875,0.000903,0.000733,0.476,0.66,155.934,audio_features,62jc4VA6WPoANaL9Duu8db,spotify:track:62jc4VA6WPoANaL9Duu8db,https://api.spotify.com/v1/tracks/62jc4VA6WPoANaL9Duu8db,https://api.spotify.com/v1/audio-analysis/62jc4VA6WPoANaL9Duu8db,264524,4,sarah
56,YONAKA,Seize the Power,0.633,0.788,5,-4.075,0,0.127,0.0111,1.6e-06,0.0582,0.412,134.13,audio_features,794IGyga5qnhlzOUimLOMw,spotify:track:794IGyga5qnhlzOUimLOMw,https://api.spotify.com/v1/tracks/794IGyga5qnhlzOUimLOMw,https://api.spotify.com/v1/audio-analysis/794IGyga5qnhlzOUimLOMw,161617,4,sarah
57,Glass Animals,Heat Waves,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,6CDzDgIUqeDY5g8ujExx2f,spotify:track:6CDzDgIUqeDY5g8ujExx2f,https://api.spotify.com/v1/tracks/6CDzDgIUqeDY5g8ujExx2f,https://api.spotify.com/v1/audio-analysis/6CDzDgIUqeDY5g8ujExx2f,238805,4,sarah
58,Ava Max,Kings & Queens,0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,audio_features,7a53HqqArd4b9NF4XAmlbI,spotify:track:7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/tracks/7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/audio-analysis/7a53HqqArd4b9NF4XAmlbI,162399,4,sarah
59,Abel Korzeniowski,Table For Two,0.199,0.133,10,-15.992,0,0.0379,0.914,0.868,0.278,0.0388,132.028,audio_features,20vEB3It4xYzKHlMecu6X1,spotify:track:20vEB3It4xYzKHlMecu6X1,https://api.spotify.com/v1/tracks/20vEB3It4xYzKHlMecu6X1,https://api.spotify.com/v1/audio-analysis/20vEB3It4xYzKHlMecu6X1,203467,4,sarah
60,Abel Korzeniowski,Dance For Me Wallis,0.397,0.357,7,-14.694,0,0.0313,0.889,0.907,0.147,0.16,86.043,audio_features,1vWtTis3VRkkUp8qST4jY5,spotify:track:1vWtTis3VRkkUp8qST4jY5,https://api.spotify.com/v1/tracks/1vWtTis3VRkkUp8qST4jY5,https://api.spotify.com/v1/audio-analysis/1vWtTis3VRkkUp8qST4jY5,188347,4,sarah
61,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,audio_features,17i5jLpzndlQhbS4SrTd0B,spotify:track:17i5jLpzndlQhbS4SrTd0B,https://api.spotify.com/v1/tracks/17i5jLpzndlQhbS4SrTd0B,https://api.spotify.com/v1/audio-analysis/17i5jLpzndlQhbS4SrTd0B,152280,4,sarah
62,Sergei Rachmaninoff,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,audio_features,4rrrn8OLrttq7r9RgNXalU,spotify:track:4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/tracks/4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/audio-analysis/4rrrn8OLrttq7r9RgNXalU,644273,4,sarah
63,En,嚣张,0.595,0.518,11,-6.81,1,0.0311,0.649,0,0.116,0.167,133.993,audio_features,3t8M86tiO0aKMMTXzRrFn8,spotify:track:3t8M86tiO0aKMMTXzRrFn8,https://api.spotify.com/v1/tracks/3t8M86tiO0aKMMTXzRrFn8,https://api.spotify.com/v1/audio-analysis/3t8M86tiO0aKMMTXzRrFn8,253995,4,sarah
64,Two Door Cinema Club,What You Know,0.549,0.754,6,-4.011,0,0.0407,0.000675,6.24e-06,0.0912,0.828,139.052,audio_features,4JHg4nNYUJQ5HULcCmI18R,spotify:track:4JHg4nNYUJQ5HULcCmI18R,https://api.spotify.com/v1/tracks/4JHg4nNYUJQ5HULcCmI18R,https://api.spotify.com/v1/audio-analysis/4JHg4nNYUJQ5HULcCmI18R,189693,4,sarah
65,Jadu Heart,Purity,0.242,0.764,7,-7.095,0,0.0825,0.0664,0.00521,0.173,0.0956,203.87,audio_features,158OBD42scT8PrvdqYDvOB,spotify:track:158OBD42scT8PrvdqYDvOB,https://api.spotify.com/v1/tracks/158OBD42scT8PrvdqYDvOB,https://api.spotify.com/v1/audio-analysis/158OBD42scT8PrvdqYDvOB,290000,3,sarah
66,Tourist,Kin,0.353,0.727,6,-8.578,0,0.0451,0.395,0.727,0.0926,0.0384,113.002,audio_features,3RID7FNOsH3XqUcEsgpq5v,spotify:track:3RID7FNOsH3XqUcEsgpq5v,https://api.spotify.com/v1/tracks/3RID7FNOsH3XqUcEsgpq5v,https://api.spotify.com/v1/audio-analysis/3RID7FNOsH3XqUcEsgpq5v,324267,3,sarah
67,J. Cole,m y . l i f e (with 21 Savage & Morray),0.597,0.587,7,-7.026,0,0.137,0.0622,0,0.214,0.0753,140.021,audio_features,1D3z6HTiQsNmZxjl7F7eoG,spotify:track:1D3z6HTiQsNmZxjl7F7eoG,https://api.spotify.com/v1/tracks/1D3z6HTiQsNmZxjl7F7eoG,https://api.spotify.com/v1/audio-analysis/1D3z6HTiQsNmZxjl7F7eoG,218802,4,sarah
68,Red Velvet,Future,0.717,0.868,7,-3.073,1,0.04,0.438,0,0.148,0.552,100.005,audio_features,2gvlPqqngL3BppFCwLXnVc,spotify:track:2gvlPqqngL3BppFCwLXnVc,https://api.spotify.com/v1/tracks/2gvlPqqngL3BppFCwLXnVc,https://api.spotify.com/v1/audio-analysis/2gvlPqqngL3BppFCwLXnVc,215880,4,sarah
69,Pink Sweat$,At My Worst (Nikhita Gandhi Remix),0.798,0.415,0,-5.877,1,0.0403,0.753,0,0.165,0.566,91.927,audio_features,3RxaQR8u2FykPkolQJIxiE,spotify:track:3RxaQR8u2FykPkolQJIxiE,https://api.spotify.com/v1/tracks/3RxaQR8u2FykPkolQJIxiE,https://api.spotify.com/v1/audio-analysis/3RxaQR8u2FykPkolQJIxiE,169128,4,sarah
70,Signature Tracks,Je Men Fous,0.693,0.871,1,-2.654,1,0.211,0.00442,0.351,0.0876,0.222,194.081,audio_features,5tXUXyfyq5LSRoHQEoRgLj,spotify:track:5tXUXyfyq5LSRoHQEoRgLj,https://api.spotify.com/v1/tracks/5tXUXyfyq5LSRoHQEoRgLj,https://api.spotify.com/v1/audio-analysis/5tXUXyfyq5LSRoHQEoRgLj,118763,4,sarah
71,MARUV,Sad Song,0.824,0.783,1,-5.648,1,0.155,0.168,0.0107,0.0893,0.695,109.994,audio_features,0CU7COVDPQRwm2mLH1DzZ5,spotify:track:0CU7COVDPQRwm2mLH1DzZ5,https://api.spotify.com/v1/tracks/0CU7COVDPQRwm2mLH1DzZ5,https://api.spotify.com/v1/audio-analysis/0CU7COVDPQRwm2mLH1DzZ5,183273,4,sarah
72,KSI,Holiday,0.356,0.684,8,-7.347,1,0.0878,0.152,0,0.101,0.347,87.188,audio_features,6nV2dFZXpv1JlqDWBeTXRl,spotify:track:6nV2dFZXpv1JlqDWBeTXRl,https://api.spotify.com/v1/tracks/6nV2dFZXpv1JlqDWBeTXRl,https://api.spotify.com/v1/audio-analysis/6nV2dFZXpv1JlqDWBeTXRl,193733,4,sarah
73,Ape Drums,Overload,0.785,0.746,8,-3.159,0,0.324,0.197,0.011,0.0777,0.772,103.969,audio_features,4xiVPjiKE4im5CEEErRwMB,spotify:track:4xiVPjiKE4im5CEEErRwMB,https://api.spotify.com/v1/tracks/4xiVPjiKE4im5CEEErRwMB,https://api.spotify.com/v1/audio-analysis/4xiVPjiKE4im5CEEErRwMB,203416,4,sarah
74,Lofi Fruits Music,Young and Beautiful,0.405,0.397,11,-9.356,0,0.0489,0.82,1.59e-05,0.134,0.352,102.05,audio_features,5iNz9bdRxAfxwFO8uMd9w1,spotify:track:5iNz9bdRxAfxwFO8uMd9w1,https://api.spotify.com/v1/tracks/5iNz9bdRxAfxwFO8uMd9w1,https://api.spotify.com/v1/audio-analysis/5iNz9bdRxAfxwFO8uMd9w1,82573,4,sarah
75,NM,I KNOW,0.698,0.735,5,-9.52,0,0.0616,0.0224,0.0484,0.553,0.249,124.969,audio_features,3YSZlt0C11SS3uS3liRnaP,spotify:track:3YSZlt0C11SS3uS3liRnaP,https://api.spotify.com/v1/tracks/3YSZlt0C11SS3uS3liRnaP,https://api.spotify.com/v1/audio-analysis/3YSZlt0C11SS3uS3liRnaP,136320,4,sarah
76,Kitty Ca$h,Just Fine (feat. Kiana Ledé),0.765,0.733,6,-7.75,1,0.117,0.0325,0.00105,0.0903,0.756,98.017,audio_features,4810VYLNArmiy9ftC7yhzV,spotify:track:4810VYLNArmiy9ftC7yhzV,https://api.spotify.com/v1/tracks/4810VYLNArmiy9ftC7yhzV,https://api.spotify.com/v1/audio-analysis/4810VYLNArmiy9ftC7yhzV,171429,4,sarah
77,Masego,Navajo,0.567,0.593,6,-7.404,0,0.288,0.117,1.32e-06,0.248,0.358,88.545,audio_features,6zWU7YALeEDMcPGhKKZJhV,spotify:track:6zWU7YALeEDMcPGhKKZJhV,https://api.spotify.com/v1/tracks/6zWU7YALeEDMcPGhKKZJhV,https://api.spotify.com/v1/audio-analysis/6zWU7YALeEDMcPGhKKZJhV,194157,4,sarah
78,The Rare Occasions,Notion,0.307,0.884,9,-3.825,1,0.0813,0.0678,0.00103,0.0849,0.314,159.579,audio_features,4cHKd6qPMR1TMx55KHlida,spotify:track:4cHKd6qPMR1TMx55KHlida,https://api.spotify.com/v1/tracks/4cHKd6qPMR1TMx55KHlida,https://api.spotify.com/v1/audio-analysis/4cHKd6qPMR1TMx55KHlida,195121,4,sarah
79,Ultra Beats,Yana - Instrumental,0.774,0.293,11,-14.514,0,0.0672,0.733,0.825,0.109,0.862,95.005,audio_features,0WciiCAG12kU5U5ZNzalY8,spotify:track:0WciiCAG12kU5U5ZNzalY8,https://api.spotify.com/v1/tracks/0WciiCAG12kU5U5ZNzalY8,https://api.spotify.com/v1/audio-analysis/0WciiCAG12kU5U5ZNzalY8,184421,4,sarah
80,Majid Jordan,All I Do,0.718,0.64,5,-8.878,1,0.0591,0.00368,4.21e-05,0.334,0.189,110.007,audio_features,50aqcJ4eeth6yKNg4pAP1D,spotify:track:50aqcJ4eeth6yKNg4pAP1D,https://api.spotify.com/v1/tracks/50aqcJ4eeth6yKNg4pAP1D,https://api.spotify.com/v1/audio-analysis/50aqcJ4eeth6yKNg4pAP1D,214583,4,sarah
81,Sash,Dirt,0.884,0.266,9,-11.902,1,0.0768,0.745,0.0439,0.105,0.0466,120.021,audio_features,1JXMGldyq6kP7gubarTwG1,spotify:track:1JXMGldyq6kP7gubarTwG1,https://api.spotify.com/v1/tracks/1JXMGldyq6kP7gubarTwG1,https://api.spotify.com/v1/audio-analysis/1JXMGldyq6kP7gubarTwG1,197590,4,sarah
82,Janine,3AM,0.643,0.42,8,-10.602,1,0.0629,0.753,0.00344,0.0999,0.204,108.971,audio_features,69A2Is73MJOl3PzSpdI8P6,spotify:track:69A2Is73MJOl3PzSpdI8P6,https://api.spotify.com/v1/tracks/69A2Is73MJOl3PzSpdI8P6,https://api.spotify.com/v1/audio-analysis/69A2Is73MJOl3PzSpdI8P6,216055,4,sarah
83,Genevieve Stokes,Running Away,0.432,0.256,0,-9.95,1,0.0416,0.947,7.15e-06,0.161,0.168,115.721,audio_features,10wQ1DKIMOfJy6vFUc3ClF,spotify:track:10wQ1DKIMOfJy6vFUc3ClF,https://api.spotify.com/v1/tracks/10wQ1DKIMOfJy6vFUc3ClF,https://api.spotify.com/v1/audio-analysis/10wQ1DKIMOfJy6vFUc3ClF,186706,4,sarah
84,Ruel,Real Thing,0.671,0.583,4,-6.551,0,0.0737,0.154,0,0.24,0.43,125.916,audio_features,24KD18eYQQQWaSW9Von1vA,spotify:track:24KD18eYQQQWaSW9Von1vA,https://api.spotify.com/v1/tracks/24KD18eYQQQWaSW9Von1vA,https://api.spotify.com/v1/audio-analysis/24KD18eYQQQWaSW9Von1vA,192413,4,sarah
85,Kiana Ledé,EX,0.763,0.537,9,-7.018,0,0.246,0.231,0,0.109,0.426,73.51,audio_features,47cQCF21TczFSmGfpd7c07,spotify:track:47cQCF21TczFSmGfpd7c07,https://api.spotify.com/v1/tracks/47cQCF21TczFSmGfpd7c07,https://api.spotify.com/v1/audio-analysis/47cQCF21TczFSmGfpd7c07,222387,4,sarah
86,Bearcubs,Overthinking,0.681,0.378,4,-10.722,0,0.119,0.746,0.0414,0.131,0.16,95.988,audio_features,45Rs0QJASAXS0vk3KT7cGk,spotify:track:45Rs0QJASAXS0vk3KT7cGk,https://api.spotify.com/v1/tracks/45Rs0QJASAXS0vk3KT7cGk,https://api.spotify.com/v1/audio-analysis/45Rs0QJASAXS0vk3KT7cGk,250147,4,sarah
87,Josh Golden,heaven come,0.801,0.54,2,-7.538,0,0.0418,0.183,0.292,0.115,0.502,119.985,audio_features,2lTpnVnrqmYfAlgUNRfDSR,spotify:track:2lTpnVnrqmYfAlgUNRfDSR,https://api.spotify.com/v1/tracks/2lTpnVnrqmYfAlgUNRfDSR,https://api.spotify.com/v1/audio-analysis/2lTpnVnrqmYfAlgUNRfDSR,176228,4,sarah
88,Lauv,Feelings,0.7,0.392,9,-8.911,1,0.033,0.0578,0,0.0802,0.25,103.044,audio_features,0s26En1JoJhVj32vizElpA,spotify:track:0s26En1JoJhVj32vizElpA,https://api.spotify.com/v1/tracks/0s26En1JoJhVj32vizElpA,https://api.spotify.com/v1/audio-analysis/0s26En1JoJhVj32vizElpA,189907,4,sarah
89,Jhené Aiko,Speak,0.341,0.368,4,-9.637,1,0.0311,0.34,0,0.14,0.28,89.624,audio_features,6ffCTLnwgOBNv09A9UCRl9,spotify:track:6ffCTLnwgOBNv09A9UCRl9,https://api.spotify.com/v1/tracks/6ffCTLnwgOBNv09A9UCRl9,https://api.spotify.com/v1/audio-analysis/6ffCTLnwgOBNv09A9UCRl9,185240,4,sarah
90,JP Cooper,September Song,0.614,0.615,0,-6.7,0,0.0444,0.054,0,0.0921,0.374,95.941,audio_features,0zbzrhfVS9S2TszW3wLQZ7,spotify:track:0zbzrhfVS9S2TszW3wLQZ7,https://api.spotify.com/v1/tracks/0zbzrhfVS9S2TszW3wLQZ7,https://api.spotify.com/v1/audio-analysis/0zbzrhfVS9S2TszW3wLQZ7,220291,4,sarah
91,Hatik,Angela,0.65,0.469,2,-8.676,0,0.184,0.702,0.249,0.106,0.378,191.853,audio_features,6ab3CQvDlAVttThZucwGQ1,spotify:track:6ab3CQvDlAVttThZucwGQ1,https://api.spotify.com/v1/tracks/6ab3CQvDlAVttThZucwGQ1,https://api.spotify.com/v1/audio-analysis/6ab3CQvDlAVttThZucwGQ1,236000,4,sarah
92,Khalid,Know Your Worth,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,audio_features,0TrPqhAMoaKUFLR7iYDokf,spotify:track:0TrPqhAMoaKUFLR7iYDokf,https://api.spotify.com/v1/tracks/0TrPqhAMoaKUFLR7iYDokf,https://api.spotify.com/v1/audio-analysis/0TrPqhAMoaKUFLR7iYDokf,181436,4,sarah
93,Jhené Aiko,None Of Your Concern (feat. Big Sean),0.437,0.517,9,-9.329,0,0.225,0.856,0,0.109,0.373,82.757,audio_features,75MSZRbAbQuzfUV3Pefvut,spotify:track:75MSZRbAbQuzfUV3Pefvut,https://api.spotify.com/v1/tracks/75MSZRbAbQuzfUV3Pefvut,https://api.spotify.com/v1/audio-analysis/75MSZRbAbQuzfUV3Pefvut,259387,4,sarah
94,JP Cooper,Sing It With Me - Guitar Acoustic,0.568,0.364,4,-9.771,1,0.0316,0.851,0,0.115,0.361,105.314,audio_features,3ervcAbQlmDNb619YwfZ1I,spotify:track:3ervcAbQlmDNb619YwfZ1I,https://api.spotify.com/v1/tracks/3ervcAbQlmDNb619YwfZ1I,https://api.spotify.com/v1/audio-analysis/3ervcAbQlmDNb619YwfZ1I,204806,4,sarah
95,Kygo,This Town (feat. Sasha Alex Sloan),0.736,0.449,10,-7.956,0,0.0633,0.506,6.63e-05,0.117,0.487,147.971,audio_features,4aSfgWmRa9KsISD4Jmx7QB,spotify:track:4aSfgWmRa9KsISD4Jmx7QB,https://api.spotify.com/v1/tracks/4aSfgWmRa9KsISD4Jmx7QB,https://api.spotify.com/v1/audio-analysis/4aSfgWmRa9KsISD4Jmx7QB,202280,4,sarah
96,Jhené Aiko,B.S. (feat. H.E.R.),0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,audio_features,63wx9vdskaXbYxyDx4oJCZ,spotify:track:63wx9vdskaXbYxyDx4oJCZ,https://api.spotify.com/v1/tracks/63wx9vdskaXbYxyDx4oJCZ,https://api.spotify.com/v1/audio-analysis/63wx9vdskaXbYxyDx4oJCZ,212867,4,sarah
97,Rex Orange County,10/10,0.487,0.909,10,-4.092,1,0.0993,0.302,3.01e-05,0.0781,0.293,187.826,audio_features,4tVphly4D1PB8tJC9gHMcJ,spotify:track:4tVphly4D1PB8tJC9gHMcJ,https://api.spotify.com/v1/tracks/4tVphly4D1PB8tJC9gHMcJ,https://api.spotify.com/v1/audio-analysis/4tVphly4D1PB8tJC9gHMcJ,146093,4,sarah
98,Jhené Aiko,Lotus - intro,0.48,0.274,0,-17.702,0,0.316,0.914,0,0.383,0.547,94.539,audio_features,1aWBNkWrY3VA2eeV6ljGQf,spotify:track:1aWBNkWrY3VA2eeV6ljGQf,https://api.spotify.com/v1/tracks/1aWBNkWrY3VA2eeV6ljGQf,https://api.spotify.com/v1/audio-analysis/1aWBNkWrY3VA2eeV6ljGQf,71627,5,sarah
99,Harry Styles,Adore You,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/tracks/3jjujdWJ72nww5eGnfs2E7,https://api.spotify.com/v1/audio-analysis/3jjujdWJ72nww5eGnfs2E7,207133,4,sarah
0,AC/DC,Thunderstruck,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4,terry
1,Flowers,We Can Get Together,0.656,0.843,7,-6.594,1,0.113,0.000264,0.000357,0.111,0.647,145.039,audio_features,19CLG4DCbRTIRCoNyn1teP,spotify:track:19CLG4DCbRTIRCoNyn1teP,https://api.spotify.com/v1/tracks/19CLG4DCbRTIRCoNyn1teP,https://api.spotify.com/v1/audio-analysis/19CLG4DCbRTIRCoNyn1teP,226973,4,terry
2,Tom Petty,Runnin' Down A Dream,0.471,0.956,9,-6.371,1,0.0403,0.000596,0.62,0.624,0.715,169.798,audio_features,5yAu4njFSdM47dfsTkQPZ2,spotify:track:5yAu4njFSdM47dfsTkQPZ2,https://api.spotify.com/v1/tracks/5yAu4njFSdM47dfsTkQPZ2,https://api.spotify.com/v1/audio-analysis/5yAu4njFSdM47dfsTkQPZ2,261813,4,terry
